#ASV ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_5095,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,
ASV_5096,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_psychrolimnae
ASV_5097,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,,
ASV_5098,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__uncultured_Alphaproteobacteria
ASV_5099,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,
ASV_5100,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Polaromonas,s__metagenome
ASV_5101,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,
ASV_5102,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,
ASV_5103,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Rhodoferax,s__metagenome
ASV_5104,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,
ASV_5105,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Moranbacteria,f__Candidatus_Moranbacteria,g__Candidatus_Moranbacteria,s__uncultured_bacterium
ASV_5106,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseicyclus,s__Roseobacter_sp.
ASV_5107,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__metagenome
ASV_5108,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__[Ruminococcus]_gauvreauii_group,
ASV_5109,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Colidextribacter,
ASV_5110,d__Bacteria,p__Patescibacteria,c__Dojkabacteria,o__Dojkabacteria,f__Dojkabacteria,g__Dojkabacteria,s__uncultured_bacterium
ASV_5111,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Hydrogenophilaceae,g__Thiobacillus,
ASV_5112,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Massilia,
ASV_5113,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__OLB12,s__uncultured_bacterium
ASV_5114,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,
ASV_5115,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Dubosiella,s__uncultured_bacterium
ASV_5116,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas_alba
ASV_5117,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Muribacter,s__Muribacter_muris
ASV_5118,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,
ASV_5119,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,
ASV_5120,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__uncultured_bacterium
ASV_5121,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium-Methylorubrum,s__uncultured_organism
ASV_5122,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__uncultured,s__uncultured_bacterium
ASV_5123,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium
ASV_5124,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,
ASV_5125,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__uncultured,g__uncultured,
ASV_5126,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__Candidatus_Kaiserbacteria,g__Candidatus_Kaiserbacteria,s__uncultured_bacterium
ASV_5127,d__Bacteria,p__Patescibacteria,c__WWE3,o__WWE3,f__WWE3,g__WWE3,s__uncultured_bacterium
ASV_5128,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae,g__Candidatus_Bealeia,s__uncultured_bacterium
ASV_5129,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__uncultured,s__uncultured_bacterium
ASV_5130,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,s__uncultured_Saprospiraceae
ASV_5131,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__Candidatus_Kerfeldbacteria,g__Candidatus_Kerfeldbacteria,s__uncultured_bacterium
ASV_5132,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,,,
ASV_5133,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__LWQ8,g__LWQ8,s__uncultured_bacterium
ASV_5134,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_Planctomycetaceae
ASV_5135,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Blastocatellales,f__Blastocatellaceae,g__uncultured,
ASV_5136,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Pontibacter,s__uncultured_Pontibacter
ASV_5137,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Patulibacter,s__Patulibacter_minatonensis
ASV_5138,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,
ASV_5139,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium
ASV_5140,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__env.OPS_17,g__env.OPS_17,
ASV_5141,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured,f__uncultured,g__uncultured,s__uncultured_bacterium
ASV_5142,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_aquatile
ASV_5143,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__uncultured,s__metagenome
ASV_5144,d__Bacteria,p__Patescibacteria,,,,,
ASV_5145,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_filum
ASV_5146,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__LD29,s__uncultured_marine
ASV_5147,d__Bacteria,p__Patescibacteria,c__WWE3,o__WWE3,f__WWE3,g__WWE3,
ASV_5148,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Bilophila,s__uncultured_bacterium
ASV_5149,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__[Clostridium]_cocleatum
ASV_5150,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Woesebacteria,f__Candidatus_Woesebacteria,g__Candidatus_Woesebacteria,s__uncultured_bacterium
ASV_5151,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__wastewater_metagenome
ASV_5152,d__Bacteria,p__Patescibacteria,c__WWE3,o__WWE3,f__WWE3,g__WWE3,s__uncultured_bacterium
ASV_5153,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__uncultured,f__uncultured,g__uncultured,s__uncultured_bacterium
ASV_5154,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Pacebacteria,f__Candidatus_Pacebacteria,g__Candidatus_Pacebacteria,s__uncultured_bacterium
ASV_5155,d__Bacteria,p__Chloroflexi,c__KD4-96,o__KD4-96,f__KD4-96,g__KD4-96,s__uncultured_bacterium
ASV_5156,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,,
ASV_5157,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Achromobacter,
ASV_5158,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__uncultured_bacterium
ASV_5159,d__Bacteria,p__Dependentiae,c__Babeliae,o__Babeliales,f__UBA12409,g__UBA12409,s__uncultured_bacterium
ASV_5160,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,
ASV_5161,d__Bacteria,p__Patescibacteria,c__Parcubacteria,,,,
ASV_5162,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
ASV_5163,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium
ASV_5164,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Woesebacteria,f__Candidatus_Woesebacteria,g__Candidatus_Woesebacteria,s__uncultured_bacterium
ASV_5165,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
ASV_5166,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
ASV_5167,d__Bacteria,p__Patescibacteria,c__Dojkabacteria,o__Dojkabacteria,f__Dojkabacteria,g__Dojkabacteria,s__uncultured_bacterium
ASV_5168,d__Bacteria,p__Firmicutes,c__Bacilli,o__Exiguobacterales,f__Exiguobacteraceae,g__Exiguobacterium,
ASV_5169,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__[Clostridium]_leptum
ASV_5170,d__Bacteria,p__WPS-2,c__WPS-2,o__WPS-2,f__WPS-2,g__WPS-2,s__hydrothermal_vent
ASV_5171,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus_aquimaris
ASV_5172,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,
ASV_5173,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,
ASV_5174,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium
ASV_5175,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_orientale
ASV_5176,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__marine_metagenome
ASV_5177,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae,g__uncultured,
ASV_5178,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Levybacteria,f__Candidatus_Levybacteria,g__Candidatus_Levybacteria,s__uncultured_bacterium
ASV_5179,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculaceae,s__uncultured_bacterium
ASV_5180,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Colwellbacteria,f__Candidatus_Colwellbacteria,g__Candidatus_Colwellbacteria,s__Candidatus_Colwellbacteria
ASV_5181,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium_pseudolongum
ASV_5182,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__metagenome
ASV_5183,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,,
ASV_5184,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__Candidatus_Saccharimonas,s__uncultured_bacterium
ASV_5185,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bryobacter,
ASV_5186,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae,g__Candidatus_Bealeia,s__uncultured_bacterium
ASV_5187,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Parcubacteria,f__Parcubacteria,g__Parcubacteria,s__uncultured_bacterium
ASV_5188,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Vogelbacteria,f__Candidatus_Vogelbacteria,g__Candidatus_Vogelbacteria,
ASV_5189,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__uncultured,s__uncultured_bacterium
ASV_5190,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Parcubacteria,f__Parcubacteria,g__Parcubacteria,s__uncultured_Parcubacteria
ASV_5191,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium_scrofulaceum
ASV_5192,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Candidatus_Peribacteria,f__Candidatus_Peribacteria,g__Candidatus_Peribacteria,s__uncultured_bacterium
ASV_5193,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Woesebacteria,f__Candidatus_Woesebacteria,g__Candidatus_Woesebacteria,s__uncultured_bacterium
